I10-C-2023-07-26__2020-07-03__09-40-43(1).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-44(2).JPG	0	
I10-C-2023-07-26__2020-07-03__09-40-45(3).JPG	0	
I10-C-2023-07-26__2020-10-25__15-32-46(3).JPG	1	
I10-C-2023-07-26__2020-10-25__15-47-50(1).JPG	1	
I10-C-2023-07-26__2020-10-25__15-47-51(2).JPG	1	
I10-C-2023-07-26__2020-10-25__15-47-52(3).JPG	1	
I10-C-2023-07-26__2020-10-26__10-48-39(1).JPG	1	
I10-C-2023-07-26__2020-10-26__10-48-40(2).JPG	1	
I10-C-2023-07-26__2020-10-26__10-48-41(3).JPG	1	
I10-C-2023-07-26__2020-10-26__11-21-35(1).JPG	1	
I10-C-2023-07-26__2020-10-26__11-21-36(2).JPG	1	
I10-C-2023-07-26__2020-10-26__11-21-37(3).JPG	1	
I10-C-2023-07-26__2020-10-26__11-50-18(1).JPG	1	
I10-C-2023-07-26__2020-10-26__11-50-19(2).JPG	1	
I10-C-2023-07-26__2020-10-26__11-50-20(3).JPG	1	
I10-C-2023-07-26__2020-10-26__11-54-30(1).JPG	1	
I10-C-2023-07-26__2020-10-26__11-54-31(2).JPG	1	
I10-C-2023-07-26__2020-10-26__11-54-32(3).JPG	1	
I10-C-2023-07-26__2020-10-26__12-34-33(1).JPG	1	
I10-C-2023-07-26__2020-10-26__12-34-34(2).JPG	1	
I10-C-2023-07-26__2020-10-26__12-34-35(3).JPG	1	
I10-C-2023-07-26__2020-10-26__12-40-28(1).JPG	1	
I10-C-2023-07-26__2020-10-26__12-40-29(2).JPG	1	
I10-C-2023-07-26__2020-10-26__12-40-30(3).JPG	1	
I10-C-2023-07-26__2020-10-26__12-55-09(1).JPG	1	
I10-C-2023-07-26__2020-10-26__12-55-10(2).JPG	1	
I10-C-2023-07-26__2020-10-26__12-55-11(3).JPG	1	
I10-C-2023-07-26__2020-10-26__13-23-44(1).JPG	1	
I10-C-2023-07-26__2020-10-26__13-23-45(2).JPG	1	
I10-C-2023-07-26__2020-10-26__13-23-46(3).JPG	1	
I10-C-2023-07-26__2020-10-26__13-29-01(1).JPG	1	
I10-C-2023-07-26__2020-10-26__13-29-02(2).JPG	1	
I10-C-2023-07-26__2020-10-26__13-29-03(3).JPG	1	
I10-C-2023-07-26__2020-10-26__13-35-20(1).JPG	1	
I10-C-2023-07-26__2020-10-26__13-35-21(2).JPG	1	
I10-C-2023-07-26__2020-10-26__13-35-22(3).JPG	1	
I10-C-2023-07-26__2020-10-26__13-45-42(1).JPG	1	
I10-C-2023-07-26__2020-10-26__13-45-43(2).JPG	1	
I10-C-2023-07-26__2020-10-26__13-45-44(3).JPG	1	
I10-C-2023-07-26__2020-10-26__14-01-36(1).JPG	1	
I10-C-2023-07-26__2020-10-26__14-01-37(2).JPG	1	
I10-C-2023-07-26__2020-10-26__14-01-38(3).JPG	1	
I10-C-2023-07-26__2020-10-26__14-15-14(1).JPG	1	
I10-C-2023-07-26__2020-10-26__14-15-15(2).JPG	1	
I10-C-2023-07-26__2020-10-26__14-15-16(3).JPG	1	
I10-C-2023-07-26__2020-10-27__09-07-55(1).JPG	1	
I10-C-2023-07-26__2020-10-27__09-07-56(2).JPG	1	
I10-C-2023-07-26__2020-10-27__09-07-57(3).JPG	1	
I10-C-2023-07-26__2020-10-27__12-07-51(1).JPG	1	
I10-C-2023-07-26__2020-10-27__12-07-52(2).JPG	1	
I10-C-2023-07-26__2020-10-27__12-07-53(3).JPG	1	
I10-C-2023-07-26__2020-10-27__12-14-13(1).JPG	1	
I10-C-2023-07-26__2020-10-27__12-14-14(2).JPG	1	
I10-C-2023-07-26__2020-10-27__12-14-15(3).JPG	1	
I10-C-2023-07-26__2020-10-27__12-16-24(1).JPG	1	
I10-C-2023-07-26__2020-10-27__12-16-25(2).JPG	1	
I10-C-2023-07-26__2020-10-27__12-16-26(3).JPG	1	
I10-C-2023-07-26__2020-10-27__12-48-29(1).JPG	1	
I10-C-2023-07-26__2020-10-27__12-48-30(2).JPG	1	
I10-C-2023-07-26__2020-10-27__12-48-31(3).JPG	1	
I10-C-2023-07-26__2020-10-27__13-11-02(1).JPG	1	
I10-C-2023-07-26__2020-10-27__13-11-03(2).JPG	1	
I10-C-2023-07-26__2020-10-27__13-11-04(3).JPG	1	
I10-C-2023-07-26__2020-10-27__13-23-42(1).JPG	1	
I10-C-2023-07-26__2020-10-27__13-23-43(2).JPG	1	
I10-C-2023-07-26__2020-10-27__13-23-44(3).JPG	1	
I10-C-2023-07-26__2020-10-27__13-26-25(1).JPG	1	
I10-C-2023-07-26__2020-10-27__13-26-26(2).JPG	1	
I10-C-2023-07-26__2020-10-27__13-26-27(3).JPG	1	
I10-C-2023-07-26__2020-10-27__13-46-28(1).JPG	1	
I10-C-2023-07-26__2020-10-27__13-46-29(2).JPG	1	
I10-C-2023-07-26__2020-10-27__13-46-30(3).JPG	1	
I10-C-2023-07-26__2020-10-27__13-51-25(1).JPG	1	
I10-C-2023-07-26__2020-10-27__13-51-26(2).JPG	1	
I10-C-2023-07-26__2020-10-27__13-51-27(3).JPG	1	
I10-C-2023-07-26__2020-10-27__14-30-26(1).JPG	1	
I10-C-2023-07-26__2020-10-27__14-30-27(2).JPG	1	
I10-C-2023-07-26__2020-10-27__14-30-28(3).JPG	1	
I10-C-2023-07-26__2020-10-27__15-21-54(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-27__15-21-55(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-27__15-21-56(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-28__08-58-05(1).JPG	1	
I10-C-2023-07-26__2020-10-28__08-58-06(2).JPG	1	
I10-C-2023-07-26__2020-10-28__08-58-07(3).JPG	1	
I10-C-2023-07-26__2020-10-28__09-03-56(1).JPG	1	
I10-C-2023-07-26__2020-10-28__09-03-57(2).JPG	1	
I10-C-2023-07-26__2020-10-28__09-03-58(3).JPG	1	
I10-C-2023-07-26__2020-10-28__09-35-47(1).JPG	1	
I10-C-2023-07-26__2020-10-28__09-35-47(2).JPG	1	
I10-C-2023-07-26__2020-10-28__09-35-48(3).JPG	1	
I10-C-2023-07-26__2020-10-28__10-24-55(1).JPG	1	
I10-C-2023-07-26__2020-10-28__10-24-56(2).JPG	1	
I10-C-2023-07-26__2020-10-28__10-24-57(3).JPG	1	
I10-C-2023-07-26__2020-10-28__10-55-08(1).JPG	1	
I10-C-2023-07-26__2020-10-28__10-55-09(2).JPG	1	
I10-C-2023-07-26__2020-10-28__10-55-10(3).JPG	1	
I10-C-2023-07-26__2020-10-28__11-22-08(1).JPG	1	
I10-C-2023-07-26__2020-10-28__11-22-09(2).JPG	1	
I10-C-2023-07-26__2020-10-28__11-22-10(3).JPG	1	
I10-C-2023-07-26__2020-10-28__12-01-52(1).JPG	1	
I10-C-2023-07-26__2020-10-28__12-01-53(2).JPG	1	
I10-C-2023-07-26__2020-10-28__12-01-54(3).JPG	1	
I10-C-2023-07-26__2020-10-28__12-09-44(1).JPG	1	
I10-C-2023-07-26__2020-10-28__12-09-45(2).JPG	1	
I10-C-2023-07-26__2020-10-28__12-09-45(3).JPG	1	
I10-C-2023-07-26__2020-10-28__12-22-45(1).JPG	1	
I10-C-2023-07-26__2020-10-28__12-22-46(2).JPG	1	
I10-C-2023-07-26__2020-10-28__12-22-47(3).JPG	1	
I10-C-2023-07-26__2020-10-28__12-49-53(1).JPG	1	
I10-C-2023-07-26__2020-10-28__12-49-54(2).JPG	1	
I10-C-2023-07-26__2020-10-28__12-49-55(3).JPG	1	
I10-C-2023-07-26__2020-10-28__12-55-55(1).JPG	1	
I10-C-2023-07-26__2020-10-28__12-55-56(2).JPG	1	
I10-C-2023-07-26__2020-10-28__12-55-57(3).JPG	1	
I10-C-2023-07-26__2020-10-28__13-27-15(1).JPG	1	
I10-C-2023-07-26__2020-10-28__13-27-16(2).JPG	1	
I10-C-2023-07-26__2020-10-28__13-27-17(3).JPG	1	
I10-C-2023-07-26__2020-10-28__14-06-37(1).JPG	1	
I10-C-2023-07-26__2020-10-28__14-06-38(2).JPG	1	
I10-C-2023-07-26__2020-10-28__14-06-39(3).JPG	1	
I10-C-2023-07-26__2020-10-29__05-55-48(1).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-29__05-55-49(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__05-55-50(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__05-58-58(1).JPG	1: duiker	0	
I10-C-2023-07-26__2020-10-29__05-58-59(2).JPG	1: duiker	0	
I10-C-2023-07-26__2020-10-29__05-59-00(1).JPG	1: duiker	0	
I10-C-2023-07-26__2020-10-29__06-02-13(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__06-02-14(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__06-02-15(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__06-16-08(1).JPG	1: duiker	0	
I10-C-2023-07-26__2020-10-29__06-16-09(2).JPG	1: duiker	0	
I10-C-2023-07-26__2020-10-29__06-16-10(3).JPG	1: duiker	0	
I10-C-2023-07-26__2020-10-29__07-31-12(1).JPG	1	
I10-C-2023-07-26__2020-10-29__07-31-13(2).JPG	1	
I10-C-2023-07-26__2020-10-29__07-31-14(3).JPG	1	
I10-C-2023-07-26__2020-10-29__08-13-16(1).JPG	1	
I10-C-2023-07-26__2020-10-29__08-13-17(2).JPG	1	
I10-C-2023-07-26__2020-10-29__08-13-18(3).JPG	1	
I10-C-2023-07-26__2020-10-29__08-37-25(1).JPG	1	
I10-C-2023-07-26__2020-10-29__08-37-26(2).JPG	1	
I10-C-2023-07-26__2020-10-29__08-37-27(3).JPG	1	
I10-C-2023-07-26__2020-10-29__08-44-46(1).JPG	1	
I10-C-2023-07-26__2020-10-29__08-44-47(2).JPG	1	
I10-C-2023-07-26__2020-10-29__08-44-47(3).JPG	1	
I10-C-2023-07-26__2020-10-29__08-47-12(1).JPG	1	
I10-C-2023-07-26__2020-10-29__08-47-13(2).JPG	1	
I10-C-2023-07-26__2020-10-29__08-47-14(3).JPG	1	
I10-C-2023-07-26__2020-10-29__08-57-07(1).JPG	1	
I10-C-2023-07-26__2020-10-29__08-57-08(2).JPG	1	
I10-C-2023-07-26__2020-10-29__08-57-09(3).JPG	1	
I10-C-2023-07-26__2020-10-29__09-21-02(1).JPG	1	
I10-C-2023-07-26__2020-10-29__09-21-03(2).JPG	1	
I10-C-2023-07-26__2020-10-29__09-21-04(3).JPG	1	
I10-C-2023-07-26__2020-10-29__09-38-01(1).JPG	1	
I10-C-2023-07-26__2020-10-29__09-38-02(2).JPG	1	
I10-C-2023-07-26__2020-10-29__09-38-03(3).JPG	1	
I10-C-2023-07-26__2020-10-29__09-45-28(1).JPG	1	
I10-C-2023-07-26__2020-10-29__09-45-28(2).JPG	1	
I10-C-2023-07-26__2020-10-29__09-45-29(3).JPG	1	
I10-C-2023-07-26__2020-10-29__09-48-22(1).JPG	1	
I10-C-2023-07-26__2020-10-29__09-48-23(2).JPG	1	
I10-C-2023-07-26__2020-10-29__09-48-24(3).JPG	1	
I10-C-2023-07-26__2020-10-29__10-03-53(1).JPG	1	
I10-C-2023-07-26__2020-10-29__10-03-54(2).JPG	1	
I10-C-2023-07-26__2020-10-29__10-03-54(3).JPG	1	
I10-C-2023-07-26__2020-10-29__10-10-02(1).JPG	1	
I10-C-2023-07-26__2020-10-29__10-10-03(2).JPG	1	
I10-C-2023-07-26__2020-10-29__10-10-04(3).JPG	1	
I10-C-2023-07-26__2020-10-29__10-12-13(1).JPG	1	
I10-C-2023-07-26__2020-10-29__10-12-14(2).JPG	1	
I10-C-2023-07-26__2020-10-29__10-12-15(3).JPG	1	
I10-C-2023-07-26__2020-10-29__10-20-12(1).JPG	1	
I10-C-2023-07-26__2020-10-29__10-20-13(2).JPG	1	
I10-C-2023-07-26__2020-10-29__10-20-14(3).JPG	1	
I10-C-2023-07-26__2020-10-29__10-29-04(1).JPG	1	
I10-C-2023-07-26__2020-10-29__10-29-05(2).JPG	1	
I10-C-2023-07-26__2020-10-29__10-29-06(3).JPG	1	
I10-C-2023-07-26__2020-10-29__12-23-06(1).JPG	1	
I10-C-2023-07-26__2020-10-29__12-23-07(2).JPG	1	
I10-C-2023-07-26__2020-10-29__12-23-08(3).JPG	1	
I10-C-2023-07-26__2020-10-29__12-29-53(1).JPG	1	
I10-C-2023-07-26__2020-10-29__12-29-54(2).JPG	1	
I10-C-2023-07-26__2020-10-29__12-29-54(3).JPG	1	
I10-C-2023-07-26__2020-10-29__12-54-48(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-54-49(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-54-50(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-55-50(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-55-51(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-55-52(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-58-01(1).JPG	1	
I10-C-2023-07-26__2020-10-29__12-58-02(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-58-03(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__12-58-59(4).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-29__12-59-00(1).JPG	1	
I10-C-2023-07-26__2020-10-29__12-59-01(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-00-05(1).JPG	3: baboon	0	
I10-C-2023-07-26__2020-10-29__13-00-06(2).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-29__13-00-07(3).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-29__13-01-50(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-01-51(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-01-51(3).JPG	1	
I10-C-2023-07-26__2020-10-29__13-02-51(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-02-52(2).JPG	1	
I10-C-2023-07-26__2020-10-29__13-02-53(3).JPG	2: baboon	0	
I10-C-2023-07-26__2020-10-29__13-05-29(1).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-05-30(2).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-05-31(3).JPG	1: baboon	0	
I10-C-2023-07-26__2020-10-29__13-15-53(1).JPG	1	
I10-C-2023-07-26__2020-10-29__13-15-54(2).JPG	1	
I10-C-2023-07-26__2020-10-29__13-15-55(3).JPG	1	
I10-C-2023-07-26__2020-10-29__13-17-18(1).JPG	1	
I10-C-2023-07-26__2020-10-29__13-17-19(2).JPG	1	
I10-C-2023-07-26__2020-10-29__13-17-20(3).JPG	1	
I10-C-2023-07-26__2020-10-29__13-27-13(1).JPG	1	
I10-C-2023-07-26__2020-10-29__13-27-14(2).JPG	1	
I10-C-2023-07-26__2020-10-29__13-27-15(3).JPG	1	
I10-C-2023-07-26__2020-10-29__13-58-37(1).JPG	1	
I10-C-2023-07-26__2020-10-29__13-58-38(2).JPG	1	
I10-C-2023-07-26__2020-10-29__13-58-39(3).JPG	1	
I10-C-2023-07-26__2020-10-30__04-42-56(1).JPG	1	
I10-C-2023-07-26__2020-10-30__04-42-57(2).JPG	1	
I10-C-2023-07-26__2020-10-30__04-42-58(3).JPG	1	
I10-C-2023-07-26__2020-10-30__11-32-30(1).JPG	1	
I10-C-2023-07-26__2020-10-30__11-32-31(2).JPG	1	
I10-C-2023-07-26__2020-10-30__11-32-32(3).JPG	1	
I10-C-2023-07-26__2020-10-30__12-08-38(1).JPG	1	
I10-C-2023-07-26__2020-10-30__12-08-39(2).JPG	1	
I10-C-2023-07-26__2020-10-30__12-08-40(3).JPG	1	
I10-C-2023-07-26__2020-10-30__16-31-54(1).JPG	1	
I10-C-2023-07-26__2020-10-30__16-31-55(2).JPG	1	
I10-C-2023-07-26__2020-10-30__16-31-56(3).JPG	1	
I10-C-2023-07-26__2020-10-30__23-03-44(1).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-30__23-03-45(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-30__23-03-46(3).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-30__23-04-45(1).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-10-30__23-04-46(2).JPG	1: bushpig	0	
I10-C-2023-07-26__2020-10-30__23-04-47(3).JPG	2: bushpig	0	
I10-C-2023-07-26__2020-10-31__09-26-02(1).JPG	1	
I10-C-2023-07-26__2020-10-31__09-26-03(2).JPG	1	
I10-C-2023-07-26__2020-10-31__09-26-04(3).JPG	1	
I10-C-2023-07-26__2020-10-31__09-27-22(1).JPG	1	
I10-C-2023-07-26__2020-10-31__09-27-23(2).JPG	1	
I10-C-2023-07-26__2020-10-31__09-27-24(3).JPG	1	
I10-C-2023-07-26__2020-10-31__09-41-38(1).JPG	1	
I10-C-2023-07-26__2020-10-31__09-41-39(2).JPG	1	
I10-C-2023-07-26__2020-10-31__09-41-40(3).JPG	1	
I10-C-2023-07-26__2020-10-31__12-54-30(1).JPG	1	
I10-C-2023-07-26__2020-10-31__12-54-31(2).JPG	1	
I10-C-2023-07-26__2020-10-31__12-54-32(3).JPG	1	
I10-C-2023-07-26__2020-10-31__13-43-09(1).JPG	1	
I10-C-2023-07-26__2020-10-31__13-43-10(2).JPG	1	
I10-C-2023-07-26__2020-10-31__13-43-11(3).JPG	1	
I10-C-2023-07-26__2020-10-31__13-55-42(1).JPG	1	
I10-C-2023-07-26__2020-10-31__13-55-43(2).JPG	1	
I10-C-2023-07-26__2020-10-31__13-55-44(3).JPG	1	
I10-C-2023-07-26__2020-11-01__12-49-27(1).JPG	1	
I10-C-2023-07-26__2020-11-01__12-49-28(2).JPG	1	
I10-C-2023-07-26__2020-11-01__12-49-29(3).JPG	1	
I10-C-2023-07-26__2020-11-01__13-09-33(1).JPG	1	
I10-C-2023-07-26__2020-11-01__13-09-34(2).JPG	1	
I10-C-2023-07-26__2020-11-01__13-09-35(3).JPG	1	
I10-C-2023-07-26__2020-11-01__13-25-54(1).JPG	1	
I10-C-2023-07-26__2020-11-01__13-25-55(2).JPG	1	
I10-C-2023-07-26__2020-11-01__13-25-56(3).JPG	1	
I10-C-2023-07-26__2020-11-01__13-28-57(1).JPG	1	
I10-C-2023-07-26__2020-11-01__13-28-58(2).JPG	1	
I10-C-2023-07-26__2020-11-01__13-28-59(3).JPG	1	
I10-C-2023-07-26__2020-11-01__13-56-28(1).JPG	1	
I10-C-2023-07-26__2020-11-01__13-56-28(2).JPG	1	
I10-C-2023-07-26__2020-11-01__13-56-29(3).JPG	1	
I10-C-2023-07-26__2020-11-01__13-59-10(1).JPG	1	
I10-C-2023-07-26__2020-11-01__13-59-11(2).JPG	1	
I10-C-2023-07-26__2020-11-01__13-59-12(3).JPG	1	
I10-C-2023-07-26__2020-11-01__14-00-36(1).JPG	1	
I10-C-2023-07-26__2020-11-01__14-00-37(2).JPG	1	
I10-C-2023-07-26__2020-11-01__14-00-38(3).JPG	1	
I10-C-2023-07-26__2020-11-01__14-45-06(1).JPG	1	
I10-C-2023-07-26__2020-11-01__14-45-07(2).JPG	1	
I10-C-2023-07-26__2020-11-01__14-45-08(3).JPG	1	
I10-C-2023-07-26__2020-11-02__10-12-01(1).JPG	1	
I10-C-2023-07-26__2020-11-02__10-12-02(2).JPG	1	
I10-C-2023-07-26__2020-11-02__10-12-03(3).JPG	1	
I10-C-2023-07-26__2020-11-02__10-23-23(1).JPG	1	
I10-C-2023-07-26__2020-11-02__10-23-24(2).JPG	1	
I10-C-2023-07-26__2020-11-02__10-23-25(3).JPG	1	
I10-C-2023-07-26__2020-11-02__10-41-58(1).JPG	1	
I10-C-2023-07-26__2020-11-02__10-41-59(2).JPG	1	
I10-C-2023-07-26__2020-11-02__10-42-00(1).JPG	1	
I10-C-2023-07-26__2020-11-02__11-39-19(1).JPG	1	
I10-C-2023-07-26__2020-11-02__11-39-20(2).JPG	1	
I10-C-2023-07-26__2020-11-02__11-39-21(3).JPG	1	
I10-C-2023-07-26__2020-11-02__11-49-27(1).JPG	1	
I10-C-2023-07-26__2020-11-02__11-49-28(2).JPG	1	
I10-C-2023-07-26__2020-11-02__11-49-29(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-11-15(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-11-16(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-11-17(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-12-12(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-12-13(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-12-14(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-19-37(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-19-38(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-19-39(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-25-09(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-25-10(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-25-10(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-31-16(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-31-17(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-31-18(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-36-19(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-36-20(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-36-21(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-39-08(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-39-08(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-39-09(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-43-17(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-43-18(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-43-18(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-50-00(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-50-00(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-50-01(3).JPG	1	
I10-C-2023-07-26__2020-11-02__12-59-29(1).JPG	1	
I10-C-2023-07-26__2020-11-02__12-59-30(2).JPG	1	
I10-C-2023-07-26__2020-11-02__12-59-31(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-05-45(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-05-46(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-05-47(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-10-21(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-10-22(2).JPG	0	
I10-C-2023-07-26__2020-11-02__13-10-23(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-16-12(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-16-13(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-16-14(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-17-35(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-17-36(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-17-37(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-18-50(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-18-51(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-18-52(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-26-20(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-26-21(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-26-22(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-33-38(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-33-39(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-33-40(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-53-57(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-53-58(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-53-59(3).JPG	1	
I10-C-2023-07-26__2020-11-02__13-57-47(1).JPG	1	
I10-C-2023-07-26__2020-11-02__13-57-48(2).JPG	1	
I10-C-2023-07-26__2020-11-02__13-57-49(3).JPG	1	
I10-C-2023-07-26__2020-11-02__14-05-44(1).JPG	1	
I10-C-2023-07-26__2020-11-02__14-05-45(2).JPG	1	
I10-C-2023-07-26__2020-11-02__14-05-46(3).JPG	1	
I10-C-2023-07-26__2020-11-02__14-18-47(1).JPG	1: duiker	0	
I10-C-2023-07-26__2020-11-02__14-18-48(2).JPG	1: duiker	0	
I10-C-2023-07-26__2020-11-02__14-18-49(3).JPG	1: duiker	0	
I10-C-2023-07-26__2020-11-02__14-48-09(1).JPG	1	
I10-C-2023-07-26__2020-11-02__14-48-10(2).JPG	1	
I10-C-2023-07-26__2020-11-02__14-48-11(3).JPG	1	
I10-C-2023-07-26__2020-11-02__15-02-39(1).JPG	1	
I10-C-2023-07-26__2020-11-02__15-02-40(2).JPG	1	
I10-C-2023-07-26__2020-11-02__15-02-41(3).JPG	1	
I10-C-2023-07-26__2020-11-02__15-04-53(1).JPG	1	
I10-C-2023-07-26__2020-11-02__15-04-54(2).JPG	1	
I10-C-2023-07-26__2020-11-02__15-04-55(3).JPG	1	
I10-C-2023-07-26__2020-11-03__10-11-04(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-11-05(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-11-06(3).JPG	1	
I10-C-2023-07-26__2020-11-03__10-22-57(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-22-58(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-22-58(3).JPG	1	
I10-C-2023-07-26__2020-11-03__10-23-56(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-23-57(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-23-58(3).JPG	1	
I10-C-2023-07-26__2020-11-03__10-31-20(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-31-21(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-31-22(3).JPG	1	
I10-C-2023-07-26__2020-11-03__10-32-58(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-32-59(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-33-00(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-39-56(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-39-57(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-39-58(3).JPG	1	
I10-C-2023-07-26__2020-11-03__10-53-53(1).JPG	1	
I10-C-2023-07-26__2020-11-03__10-53-54(2).JPG	1	
I10-C-2023-07-26__2020-11-03__10-53-55(3).JPG	1	
I10-C-2023-07-26__2020-11-03__11-07-43(1).JPG	1	
I10-C-2023-07-26__2020-11-03__11-07-44(2).JPG	1	
I10-C-2023-07-26__2020-11-03__11-07-45(3).JPG	1	
I10-C-2023-07-26__2020-11-03__11-10-21(1).JPG	1	
I10-C-2023-07-26__2020-11-03__11-10-22(2).JPG	1	
I10-C-2023-07-26__2020-11-03__11-10-23(3).JPG	1	
I10-C-2023-07-26__2020-11-03__11-49-11(1).JPG	1	
I10-C-2023-07-26__2020-11-03__11-49-12(2).JPG	1	
I10-C-2023-07-26__2020-11-03__11-49-13(3).JPG	1	
I10-C-2023-07-26__2020-11-03__11-58-39(1).JPG	1	
I10-C-2023-07-26__2020-11-03__11-58-40(2).JPG	1	
I10-C-2023-07-26__2020-11-03__11-58-40(3).JPG	1	
I10-C-2023-07-26__2020-11-03__12-01-46(1).JPG	1	
I10-C-2023-07-26__2020-11-03__12-01-47(2).JPG	1	
I10-C-2023-07-26__2020-11-03__12-01-48(3).JPG	1	
